|Count|ICD10|ICD10_desc
41091|14|O322XX3|MATERNAL CARE FOR TRANSVERSE AND OBLIQUE LIE, FETUS 3
41090|14|M84633P|PATHOLOGICAL FRACTURE IN OTHER DISEASE, RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
41089|14|M84372K|STRESS FRACTURE, LEFT ANKLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
41088|14|O10313|PRE-EXISTING HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE COMPLICATING PREGNANCY, THIRD TRIMESTER
41087|14|M84475|PATHOLOGICAL FRACTURE, LEFT FOOT
41085|14|M80022G|AGE-RELATED OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, LEFT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
41099|14|M84572D|PATHOLOGICAL FRACTURE IN NEOPLASTIC DISEASE, LEFT ANKLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41084|14|M89559|OSTEOLYSIS, UNSPECIFIED THIGH
41083|14|M84629D|PATHOLOGICAL FRACTURE IN OTHER DISEASE, UNSPECIFIED HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41082|14|M8616|OTHER ACUTE OSTEOMYELITIS, TIBIA AND FIBULA
41081|14|N04A|NEPHROTIC SYNDROME WITH C3 GLOMERULONEPHRITIS
41080|14|O23529|SALPINGO-OOPHORITIS IN PREGNANCY, UNSPECIFIED TRIMESTER
41079|14|M7105|ABSCESS OF BURSA, HIP
41077|14|O43811|PLACENTAL INFARCTION, FIRST TRIMESTER
41076|14|M60249|FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED HAND
41075|14|M05051|FELTY'S SYNDROME, RIGHT HIP
41074|14|M60212|FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED, LEFT SHOULDER
41183|14|S52614P|NONDISPLACED FRACTURE OF RIGHT ULNA STYLOID PROCESS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
41098|14|M71549|OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED HAND
41100|14|T40496A|UNDERDOSING OF OTHER SYNTHETIC NARCOTICS, INITIAL ENCOUNTER
41126|14|T24292S|BURN OF SECOND DEGREE OF MULTIPLE SITES OF LEFT LOWER LIMB, EXCEPT ANKLE AND FOOT, SEQUELA
41114|14|T3992XS|POISONING BY UNSPECIFIED NONOPIOID ANALGESIC, ANTIPYRETIC AND ANTIRHEUMATIC, INTENTIONAL SELF-HARM, SEQUELA
41125|14|T24299D|BURN OF SECOND DEGREE OF MULTIPLE SITES OF UNSPECIFIED LOWER LIMB, EXCEPT ANKLE AND FOOT, SUBSEQUENT ENCOUNTER
41124|14|S98221S|PARTIAL TRAUMATIC AMPUTATION OF TWO OR MORE RIGHT LESSER TOES, SEQUELA
41123|14|T23139A|BURN OF FIRST DEGREE OF UNSPECIFIED MULTIPLE FINGERS (NAIL), NOT INCLUDING THUMB, INITIAL ENCOUNTER
41122|14|T22199A|BURN OF FIRST DEGREE OF MULTIPLE SITES OF UNSPECIFIED SHOULDER AND UPPER LIMB, EXCEPT WRIST AND HAND, INITIAL ENCOUNTER
41121|14|T39391D|POISONING BY OTHER NONSTEROIDAL ANTI-INFLAMMATORY DRUGS [NSAID], ACCIDENTAL (UNINTENTIONAL), SUBSEQUENT ENCOUNTER
41120|14|T23291S|BURN OF SECOND DEGREE OF MULTIPLE SITES OF RIGHT WRIST AND HAND, SEQUELA
41119|14|T24339D|BURN OF THIRD DEGREE OF UNSPECIFIED LOWER LEG, SUBSEQUENT ENCOUNTER
41118|14|T25299A|BURN OF SECOND DEGREE OF MULTIPLE SITES OF UNSPECIFIED ANKLE AND FOOT, INITIAL ENCOUNTER
41117|14|T39011S|POISONING BY ASPIRIN, ACCIDENTAL (UNINTENTIONAL), SEQUELA
41116|14|T24321D|BURN OF THIRD DEGREE OF RIGHT KNEE, SUBSEQUENT ENCOUNTER
41115|14|T25192A|BURN OF FIRST DEGREE OF MULTIPLE SITES OF LEFT ANKLE AND FOOT, INITIAL ENCOUNTER
41113|14|T2156XA|CORROSION OF FIRST DEGREE OF MALE GENITAL REGION, INITIAL ENCOUNTER
41101|14|T63441|TOXIC EFFECT OF VENOM OF BEES, ACCIDENTAL (UNINTENTIONAL)
41112|14|T24119A|BURN OF FIRST DEGREE OF UNSPECIFIED THIGH, INITIAL ENCOUNTER
41111|14|S99812S|OTHER SPECIFIED INJURIES OF LEFT ANKLE, SEQUELA
41110|14|T2173XA|CORROSION OF THIRD DEGREE OF UPPER BACK, INITIAL ENCOUNTER
41109|14|T520X|TOXIC EFFECTS OF PETROLEUM PRODUCTS
41108|14|T391X5D|ADVERSE EFFECT OF 4-AMINOPHENOL DERIVATIVES, SUBSEQUENT ENCOUNTER
41107|14|T43625S|ADVERSE EFFECT OF AMPHETAMINES, SEQUELA
41106|14|T520X4A|TOXIC EFFECT OF PETROLEUM PRODUCTS, UNDETERMINED, INITIAL ENCOUNTER
41105|14|T597X4D|TOXIC EFFECT OF CARBON DIOXIDE, UNDETERMINED, SUBSEQUENT ENCOUNTER
41104|14|T59891D|TOXIC EFFECT OF OTHER SPECIFIED GASES, FUMES AND VAPORS, ACCIDENTAL (UNINTENTIONAL), SUBSEQUENT ENCOUNTER
41103|14|T25329D|BURN OF THIRD DEGREE OF UNSPECIFIED FOOT, SUBSEQUENT ENCOUNTER
41102|14|T23341D|BURN OF THIRD DEGREE OF MULTIPLE RIGHT FINGERS (NAIL), INCLUDING THUMB, SUBSEQUENT ENCOUNTER
41182|14|S42471B|DISPLACED TRANSCONDYLAR FRACTURE OF RIGHT HUMERUS, INITIAL ENCOUNTER FOR OPEN FRACTURE
41286|14|F1629|HALLUCINOGEN DEPENDENCE WITH UNSPECIFIED HALLUCINOGEN-INDUCED DISORDER
41184|14|S43132S|DISLOCATION OF LEFT ACROMIOCLAVICULAR JOINT, GREATER THAN 200% DISPLACEMENT, SEQUELA
41253|14|S27421A|CONTUSION OF BRONCHUS, UNILATERAL, INITIAL ENCOUNTER
41264|14|S32048K|OTHER FRACTURE OF FOURTH LUMBAR VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
41263|14|S32038K|OTHER FRACTURE OF THIRD LUMBAR VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
41262|14|S42402|UNSPECIFIED FRACTURE OF LOWER END OF LEFT HUMERUS
41261|14|S2090|UNSPECIFIED SUPERFICIAL INJURY OF UNSPECIFIED PARTS OF THORAX
41260|14|S2047|OTHER SUPERFICIAL BITE OF BACK WALL OF THORAX
41259|14|S22052B|UNSTABLE BURST FRACTURE OF T5-T6 VERTEBRA, INITIAL ENCOUNTER FOR OPEN FRACTURE
41258|14|S42201|UNSPECIFIED FRACTURE OF UPPER END OF RIGHT HUMERUS
41257|14|S32316A|NONDISPLACED AVULSION FRACTURE OF UNSPECIFIED ILIUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
41256|14|S21251D|OPEN BITE OF RIGHT BACK WALL OF THORAX WITHOUT PENETRATION INTO THORACIC CAVITY, SUBSEQUENT ENCOUNTER
41255|14|S42017S|NONDISPLACED FRACTURE OF STERNAL END OF RIGHT CLAVICLE, SEQUELA
41254|14|S32008B|OTHER FRACTURE OF UNSPECIFIED LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR OPEN FRACTURE
41252|14|S3669XD|OTHER INJURY OF RECTUM, SUBSEQUENT ENCOUNTER
41266|14|S32050B|WEDGE COMPRESSION FRACTURE OF FIFTH LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR OPEN FRACTURE
41251|14|S30862D|INSECT BITE (NONVENOMOUS) OF PENIS, SUBSEQUENT ENCOUNTER
41250|14|S35536A|INJURY OF UNSPECIFIED UTERINE VEIN, INITIAL ENCOUNTER
41249|14|S36599S|OTHER INJURY OF UNSPECIFIED PART OF COLON, SEQUELA
41248|14|S36539S|LACERATION OF UNSPECIFIED PART OF COLON, SEQUELA
41247|14|S3790XD|UNSPECIFIED INJURY OF UNSPECIFIED URINARY AND PELVIC ORGAN, SUBSEQUENT ENCOUNTER
41246|14|S32463D|DISPLACED ASSOCIATED TRANSVERSE-POSTERIOR FRACTURE OF UNSPECIFIED ACETABULUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41245|14|S34132D|INCOMPLETE LESION OF SACRAL SPINAL CORD, SUBSEQUENT ENCOUNTER
41244|14|S3792XD|CONTUSION OF UNSPECIFIED URINARY AND PELVIC ORGAN, SUBSEQUENT ENCOUNTER
41072|14|M0027|OTHER STREPTOCOCCAL ARTHRITIS, ANKLE AND FOOT
41242|14|S40819D|ABRASION OF UNSPECIFIED UPPER ARM, SUBSEQUENT ENCOUNTER
41241|14|S40221D|BLISTER (NONTHERMAL) OF RIGHT SHOULDER, SUBSEQUENT ENCOUNTER
41265|14|S22049S|UNSPECIFIED FRACTURE OF FOURTH THORACIC VERTEBRA, SEQUELA
41267|14|S4201|FRACTURE OF STERNAL END OF CLAVICLE
41185|14|S52351E|DISPLACED COMMINUTED FRACTURE OF SHAFT OF RADIUS, RIGHT ARM, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
41281|14|F14122|COCAINE ABUSE WITH INTOXICATION WITH PERCEPTUAL DISTURBANCE
41293|14|F11950|OPIOID USE, UNSPECIFIED WITH OPIOID-INDUCED PSYCHOTIC DISORDER WITH DELUSIONS
41292|14|F19130|OTHER PSYCHOACTIVE SUBSTANCE ABUSE WITH WITHDRAWAL, UNCOMPLICATED
41291|14|A5055|LATE CONGENITAL SYPHILITIC ARTHROPATHY
41290|14|B874|AURAL MYIASIS
41289|14|A5200|CARDIOVASCULAR SYPHILIS, UNSPECIFIED
41288|14|B04|MONKEYPOX
41287|14|B872|OCULAR MYIASIS
41285|14|A771|SPOTTED FEVER DUE TO RICKETTSIA CONORII
41284|14|F90|ATTENTION-DEFICIT HYPERACTIVITY DISORDERS
41283|14|C8127|MIXED CELLULARITY HODGKIN LYMPHOMA, SPLEEN
41282|14|F19131|OTHER PSYCHOACTIVE SUBSTANCE ABUSE WITH WITHDRAWAL DELIRIUM
41280|14|E5112|WET BERIBERI
41268|14|S42124G|NONDISPLACED FRACTURE OF ACROMIAL PROCESS, RIGHT SHOULDER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
41279|14|F43|REACTION TO SEVERE STRESS, AND ADJUSTMENT DISORDERS
41278|14|B0602|RUBELLA MENINGITIS
41277|14|A220|CUTANEOUS ANTHRAX
41276|14|E083521|DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH PROLIFERATIVE DIABETIC RETINOPATHY WITH TRACTION RETINAL DETACHMENT INVOLVING THE MACULA, RIGHT EYE
41275|14|D5741|SICKLE-CELL THALASSEMIA, UNSPECIFIED, WITH CRISIS
41274|14|B2685|MUMPS ARTHRITIS
41273|14|B9732|ONCOVIRUS AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE
41272|14|A065|AMEBIC LUNG ABSCESS
41271|14|S32409K|UNSPECIFIED FRACTURE OF UNSPECIFIED ACETABULUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
41270|14|S31811S|LACERATION WITHOUT FOREIGN BODY OF RIGHT BUTTOCK, SEQUELA
41269|14|S2191|LACERATION WITHOUT FOREIGN BODY OF UNSPECIFIED PART OF THORAX
41240|14|S27391S|OTHER INJURIES OF LUNG, UNILATERAL, SEQUELA
41239|14|S32476D|NONDISPLACED FRACTURE OF MEDIAL WALL OF UNSPECIFIED ACETABULUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41238|14|S36408D|UNSPECIFIED INJURY OF OTHER PART OF SMALL INTESTINE, SUBSEQUENT ENCOUNTER
41198|14|P91829|NEONATAL CEREBRAL INFARCTION, UNSPECIFIED SIDE
41209|14|S11019A|UNSPECIFIED OPEN WOUND OF LARYNX, INITIAL ENCOUNTER
41208|14|R761|NONSPECIFIC REACTION TO TEST FOR TUBERCULOSIS
41207|14|S0035XS|SUPERFICIAL FOREIGN BODY OF NOSE, SEQUELA
41206|14|Q561|MALE PSEUDOHERMAPHRODITISM, NOT ELSEWHERE CLASSIFIED
41205|14|S1202XS|UNSTABLE BURST FRACTURE OF FIRST CERVICAL VERTEBRA, SEQUELA
41204|14|S15212D|MINOR LACERATION OF LEFT EXTERNAL JUGULAR VEIN, SUBSEQUENT ENCOUNTER
41203|14|S02611G|FRACTURE OF CONDYLAR PROCESS OF RIGHT MANDIBLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
41202|14|S15012D|MINOR LACERATION OF LEFT CAROTID ARTERY, SUBSEQUENT ENCOUNTER
41201|14|P919|DISTURBANCE OF CEREBRAL STATUS OF NEWBORN, UNSPECIFIED
41200|14|P0419|NEWBORN AFFECTED BY MATERNAL USE OF UNSPECIFIED MEDICATION
41199|14|S15021D|MAJOR LACERATION OF RIGHT CAROTID ARTERY, SUBSEQUENT ENCOUNTER
41197|14|S11013A|PUNCTURE WOUND WITHOUT FOREIGN BODY OF LARYNX, INITIAL ENCOUNTER
41237|14|S30850D|SUPERFICIAL FOREIGN BODY OF LOWER BACK AND PELVIS, SUBSEQUENT ENCOUNTER
41196|14|S02630S|FRACTURE OF CORONOID PROCESS OF MANDIBLE, UNSPECIFIED SIDE, SEQUELA
41195|14|S01401S|UNSPECIFIED OPEN WOUND OF RIGHT CHEEK AND TEMPOROMANDIBULAR AREA, SEQUELA
41194|14|Q7289|OTHER REDUCTION DEFECTS OF LOWER LIMB
41193|14|S06332A|CONTUSION AND LACERATION OF CEREBRUM, UNSPECIFIED, WITH LOSS OF CONSCIOUSNESS OF 31 MINUTES TO 59 MINUTES, INITIAL ENCOUNTER
41192|14|S46222S|LACERATION OF MUSCLE, FASCIA AND TENDON OF OTHER PARTS OF BICEPS, LEFT ARM, SEQUELA
41191|14|S53091D|OTHER SUBLUXATION OF RIGHT RADIAL HEAD, SUBSEQUENT ENCOUNTER
41190|14|S52509M|UNSPECIFIED FRACTURE OF THE LOWER END OF UNSPECIFIED RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
41189|14|S56029A|LACERATION OF FLEXOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED THUMB AT FOREARM LEVEL, INITIAL ENCOUNTER
41188|14|S59209A|UNSPECIFIED PHYSEAL FRACTURE OF LOWER END OF RADIUS, UNSPECIFIED ARM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
41187|14|S51059A|OPEN BITE, UNSPECIFIED ELBOW, INITIAL ENCOUNTER
41186|14|S56011S|STRAIN OF FLEXOR MUSCLE, FASCIA AND TENDON OF RIGHT THUMB AT FOREARM LEVEL, SEQUELA
41210|14|P258|OTHER CONDITIONS RELATED TO INTERSTITIAL EMPHYSEMA ORIGINATING IN THE PERINATAL PERIOD
41211|14|S0340XS|SPRAIN OF JAW, UNSPECIFIED SIDE, SEQUELA
41212|14|Q7191|UNSPECIFIED REDUCTION DEFECT OF RIGHT UPPER LIMB
41213|14|S0522|OCULAR LACERATION AND RUPTURE WITH PROLAPSE OR LOSS OF INTRAOCULAR TISSUE, LEFT EYE
41236|14|S36420D|CONTUSION OF DUODENUM, SUBSEQUENT ENCOUNTER
41235|14|S35492D|OTHER SPECIFIED INJURY OF LEFT RENAL ARTERY, SUBSEQUENT ENCOUNTER
41234|14|S24101S|UNSPECIFIED INJURY AT T1 LEVEL OF THORACIC SPINAL CORD, SEQUELA
41233|14|S41041D|PUNCTURE WOUND WITH FOREIGN BODY OF RIGHT SHOULDER, SUBSEQUENT ENCOUNTER
41232|14|S41039A|PUNCTURE WOUND WITHOUT FOREIGN BODY OF UNSPECIFIED SHOULDER, INITIAL ENCOUNTER
41231|14|S3690XD|UNSPECIFIED INJURY OF UNSPECIFIED INTRA-ABDOMINAL ORGAN, SUBSEQUENT ENCOUNTER
41230|14|S32616D|NONDISPLACED AVULSION FRACTURE OF UNSPECIFIED ISCHIUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
41229|14|S3733XS|LACERATION OF URETHRA, SEQUELA
41228|14|S3509XD|OTHER INJURY OF ABDOMINAL AORTA, SUBSEQUENT ENCOUNTER
41227|14|S40922S|UNSPECIFIED SUPERFICIAL INJURY OF LEFT UPPER ARM, SEQUELA
41226|14|S14144D|BROWN-SEQUARD SYNDROME AT C4 LEVEL OF CERVICAL SPINAL CORD, SUBSEQUENT ENCOUNTER
41225|14|S0002XS|BLISTER (NONTHERMAL) OF SCALP, SEQUELA
41224|14|S01321D|LACERATION WITH FOREIGN BODY OF RIGHT EAR, SUBSEQUENT ENCOUNTER
41223|14|S038XXS|SPRAIN OF JOINTS AND LIGAMENTS OF OTHER PARTS OF HEAD, SEQUELA
41222|14|S079XXS|CRUSHING INJURY OF HEAD, PART UNSPECIFIED, SEQUELA
41221|14|P0503|NEWBORN LIGHT FOR GESTATIONAL AGE, 750-999 GRAMS
41220|14|S12030K|DISPLACED POSTERIOR ARCH FRACTURE OF FIRST CERVICAL VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
41219|14|S00521S|BLISTER (NONTHERMAL) OF LIP, SEQUELA
41218|14|P578|OTHER SPECIFIED KERNICTERUS
41217|14|R29742|NIHSS SCORE 42
41216|14|S071XXD|CRUSHING INJURY OF SKULL, SUBSEQUENT ENCOUNTER
41215|14|Q6472|CONGENITAL PROLAPSE OF URINARY MEATUS
41214|14|S00451S|SUPERFICIAL FOREIGN BODY OF RIGHT EAR, SEQUELA
41073|14|M62062|SEPARATION OF MUSCLE (NONTRAUMATIC), LEFT LOWER LEG
41243|14|S3095|UNSPECIFIED SUPERFICIAL INJURY OF VAGINA AND VULVA
41071|14|L03322|ACUTE LYMPHANGITIS OF BACK [ANY PART EXCEPT BUTTOCK]
40919|14|S62319B|DISPLACED FRACTURE OF BASE OF UNSPECIFIED METACARPAL BONE, INITIAL ENCOUNTER FOR OPEN FRACTURE
40930|14|S73001S|UNSPECIFIED SUBLUXATION OF RIGHT HIP, SEQUELA
40929|14|S82009C|UNSPECIFIED FRACTURE OF UNSPECIFIED PATELLA, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
40928|14|S72354G|NONDISPLACED COMMINUTED FRACTURE OF SHAFT OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
40927|14|S82435G|NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
40926|14|S82102J|UNSPECIFIED FRACTURE OF UPPER END OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH DELAYED HEALING
40925|14|S76829D|LACERATION OF OTHER SPECIFIED MUSCLES, FASCIA AND TENDONS AT THIGH LEVEL, UNSPECIFIED THIGH, SUBSEQUENT ENCOUNTER
40924|14|S66199D|OTHER INJURY OF FLEXOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED FINGER AT WRIST AND HAND LEVEL, SUBSEQUENT ENCOUNTER
40923|14|S63529S|SPRAIN OF RADIOCARPAL JOINT OF UNSPECIFIED WRIST, SEQUELA
40922|14|S62521K|DISPLACED FRACTURE OF DISTAL PHALANX OF RIGHT THUMB, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
40921|14|S60931D|UNSPECIFIED SUPERFICIAL INJURY OF RIGHT THUMB, SUBSEQUENT ENCOUNTER
40920|14|S61320D|LACERATION WITH FOREIGN BODY OF RIGHT INDEX FINGER WITH DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40918|14|S66513A|STRAIN OF INTRINSIC MUSCLE, FASCIA AND TENDON OF LEFT MIDDLE FINGER AT WRIST AND HAND LEVEL, INITIAL ENCOUNTER
40932|14|S82042H|DISPLACED COMMINUTED FRACTURE OF LEFT PATELLA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
40917|14|S63226A|SUBLUXATION OF UNSPECIFIED INTERPHALANGEAL JOINT OF RIGHT LITTLE FINGER, INITIAL ENCOUNTER
40916|14|S62318B|DISPLACED FRACTURE OF BASE OF OTHER METACARPAL BONE, INITIAL ENCOUNTER FOR OPEN FRACTURE
40915|14|S62502G|FRACTURE OF UNSPECIFIED PHALANX OF LEFT THUMB, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
40914|14|S61243D|PUNCTURE WOUND WITH FOREIGN BODY OF LEFT MIDDLE FINGER WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40913|14|S66590A|OTHER INJURY OF INTRINSIC MUSCLE, FASCIA AND TENDON OF RIGHT INDEX FINGER AT WRIST AND HAND LEVEL, INITIAL ENCOUNTER
40912|14|S648X1S|INJURY OF OTHER NERVES AT WRIST AND HAND LEVEL OF RIGHT ARM, SEQUELA
40911|14|S60872S|OTHER SUPERFICIAL BITE OF LEFT WRIST, SEQUELA
40910|14|S62601G|FRACTURE OF UNSPECIFIED PHALANX OF LEFT INDEX FINGER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
40909|14|S61022S|LACERATION WITH FOREIGN BODY OF LEFT THUMB WITHOUT DAMAGE TO NAIL, SEQUELA
40908|14|S62668B|NONDISPLACED FRACTURE OF DISTAL PHALANX OF OTHER FINGER, INITIAL ENCOUNTER FOR OPEN FRACTURE
40907|14|S62314S|DISPLACED FRACTURE OF BASE OF FOURTH METACARPAL BONE, RIGHT HAND, SEQUELA
40931|14|S82224H|NONDISPLACED TRANSVERSE FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
40933|14|S82452M|DISPLACED COMMINUTED FRACTURE OF SHAFT OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
40905|14|S62345B|NONDISPLACED FRACTURE OF BASE OF FOURTH METACARPAL BONE, LEFT HAND, INITIAL ENCOUNTER FOR OPEN FRACTURE
40947|14|S82191G|OTHER FRACTURE OF UPPER END OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
40958|14|S79191D|OTHER PHYSEAL FRACTURE OF LOWER END OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
40957|14|S82462F|DISPLACED SEGMENTAL FRACTURE OF SHAFT OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING
40956|14|S82391F|OTHER FRACTURE OF LOWER END OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING
40955|14|S72002F|FRACTURE OF UNSPECIFIED PART OF NECK OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING
40954|14|S81051D|OPEN BITE, RIGHT KNEE, SUBSEQUENT ENCOUNTER
40953|14|S72001H|FRACTURE OF UNSPECIFIED PART OF NECK OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
40952|14|S72436D|NONDISPLACED FRACTURE OF MEDIAL CONDYLE OF UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
40951|14|S7290XP|UNSPECIFIED FRACTURE OF UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
40950|14|S7113|PUNCTURE WOUND WITHOUT FOREIGN BODY OF THIGH
40949|14|S72421C|DISPLACED FRACTURE OF LATERAL CONDYLE OF RIGHT FEMUR, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
40948|14|S80259D|SUPERFICIAL FOREIGN BODY, UNSPECIFIED KNEE, SUBSEQUENT ENCOUNTER
40946|14|S6980XS|OTHER SPECIFIED INJURIES OF UNSPECIFIED WRIST, HAND AND FINGER(S), SEQUELA
40934|14|S81009S|UNSPECIFIED OPEN WOUND, UNSPECIFIED KNEE, SEQUELA
40945|14|S72102Q|UNSPECIFIED TROCHANTERIC FRACTURE OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH MALUNION
40944|14|S82425K|NONDISPLACED TRANSVERSE FRACTURE OF SHAFT OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
40943|14|S82223A|DISPLACED TRANSVERSE FRACTURE OF SHAFT OF UNSPECIFIED TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE
40942|14|S82291M|OTHER FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
40941|14|S7420XA|INJURY OF CUTANEOUS SENSORY NERVE AT HIP AND THIGH LEVEL, UNSPECIFIED LEG, INITIAL ENCOUNTER
40940|14|S71149A|PUNCTURE WOUND WITH FOREIGN BODY, UNSPECIFIED THIGH, INITIAL ENCOUNTER
40939|14|S72491H|OTHER FRACTURE OF LOWER END OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING
40938|14|S7223XG|DISPLACED SUBTROCHANTERIC FRACTURE OF UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
40937|14|S6710XS|CRUSHING INJURY OF UNSPECIFIED FINGER(S), SEQUELA
40936|14|S82231M|DISPLACED OBLIQUE FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
40935|14|S76122S|LACERATION OF LEFT QUADRICEPS MUSCLE, FASCIA AND TENDON, SEQUELA
40906|14|S62313P|DISPLACED FRACTURE OF BASE OF THIRD METACARPAL BONE, LEFT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
40903|14|S61350D|OPEN BITE OF RIGHT INDEX FINGER WITH DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
40960|14|S72351M|DISPLACED COMMINUTED FRACTURE OF SHAFT OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
40862|14|T85518S|BREAKDOWN (MECHANICAL) OF OTHER GASTROINTESTINAL PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, SEQUELA
40873|14|Z05|ENCOUNTER FOR OBSERVATION AND EVALUATION OF NEWBORN FOR SUSPECTED DISEASES AND CONDITIONS RULED OUT
40872|14|T69021D|IMMERSION FOOT, RIGHT FOOT, SUBSEQUENT ENCOUNTER
40871|14|Y9335|ACTIVITY, HANG GLIDING
40870|14|T80910D|ACUTE HEMOLYTIC TRANSFUSION REACTION, UNSPECIFIED INCOMPATIBILITY, SUBSEQUENT ENCOUNTER
